connected,github.com/staffino/connected,4.9,-1,0,1,0,10,0,10,10,-1,10,10,10,-1,0,0,0
create-server,github.com/aleclarson/create-server,4.8,0,-1,0,0,10,-1,10,0,10,10,10,10,0,-1,0,0
css-stringify,github.com/reworkcss/css-stringify,4.8,0,-1,0,0,10,-1,10,10,10,0,10,10,-1,0,0,0
custom-event,github.com/awcross/custom-event,4.8,0,0,-1,0,10,-1,-1,10,10,0,10,10,10,0,0,0
debounce,github.com/three11/debounce,6.2,-1,6,10,0,10,9,-1,10,0,10,10,10,0,0,-1,0
demolish,github.com/unshiftio/demolish,5.1,0,-1,3,0,10,-1,0,10,10,10,10,10,0,-1,0,0
di,github.com/nette/di,6.4,10,0,-1,0,10,10,10,-1,10,10,10,0,10,0,-1,0
dom-serialize,github.com/webmodules/dom-serialize,4.8,-1,0,0,0,10,-1,0,10,10,10,-1,0,10,10,0,0
each-async,github.com/webjars/each-async,4.5,0,-1,0,0,10,10,10,0,10,-1,10,0,0,0,-1,0
err1st,github.com/sailxjx/err1st,4.8,-1,0,0,0,10,10,10,10,10,10,0,-1,0,0,-1,0
es6-templates,github.com/esnext/es6-templates,4.8,0,-1,0,0,10,10,10,10,10,0,-1,10,-1,0,0,0
event-stream,github.com/dominictarr/event-stream,4.8,-1,0,0,0,10,-1,0,-1,10,10,0,10,10,10,0,0
expand-braces,github.com/jonschlinkert/expand-braces,4.8,0,0,-1,0,10,-1,0,-1,10,10,10,0,10,10,0,0
exports-loader,github.com/webpack-contrib/exports-loader,7.1,-1,10,9,0,10,-1,0,10,-1,10,10,7,10,0,8,0
extendible,github.com/bigpipe/extendible,4.5,0,-1,0,0,-1,10,0,10,-1,0,10,10,10,0,0,0
extract-text-webpack-plugin,github.com/webpack-contrib/extract-text-webpack-plugin,5.8,0,-1,8,0,10,-1,3,0,10,-1,10,10,10,10,0,0
favico.js,github.com/Salesflare/favico.js,4.8,0,-1,0,0,10,-1,-1,10,10,10,10,10,0,0,0,0
fileapi,github.com/rafaelrubbioli/fileapi,4.7,0,-1,5,0,10,0,10,0,10,10,0,10,0,-1,6,0
forwarded-for,github.com/primus/forwarded-for,4.3,-1,6,0,0,10,-1,10,10,0,0,10,-1,7,0,0,0
from,github.com/trenskow/from,5,-1,0,5,0,10,-1,0,10,0,-1,10,0,10,10,0,0
fusing,github.com/bigpipe/fusing,4.8,0,0,-1,0,10,-1,0,10,-1,10,10,10,0,10,0,0
graceful-logger,github.com/sailxjx/graceful-logger,4.5,-1,0,0,0,10,10,0,0,10,10,-1,10,0,-1,0,0
gta,github.com/digitalocean/gta,5.5,-1,0,10,0,10,-1,8,10,0,10,0,-1,9,10,0,0
gulp-coffee,github.com/gulp-community/gulp-coffee,5.3,0,2,-1,0,-1,10,3,10,10,0,-1,10,10,10,0,0
gulp-coffeelint,github.com/janraasch/gulp-coffeelint,5,0,2,-1,0,10,-1,0,10,-1,0,10,10,10,10,0,0
gulp-filelog,github.com/adamayres/gulp-filelog,4.8,0,0,-1,0,10,-1,0,10,10,10,-1,10,0,10,0,0
gulp-filter,github.com/sindresorhus/gulp-filter,4.1,0,2,-1,0,10,10,0,-1,10,10,0,9,0,0,-1,0
gulp-upyun,github.com/jacobbubu/gulp-upyun,4.5,-1,0,0,0,10,-1,0,0,-1,10,10,10,10,0,0,0
has-own,github.com/aheckmann/has-own,4.8,-1,0,0,0,10,-1,0,10,0,10,-1,10,10,10,0,0
hasha,github.com/sindresorhus/hasha,4.8,-1,1,3,0,10,10,9,0,10,10,-1,0,10,-1,0,0
hiredis,github.com/redis/hiredis,5.6,10,-1,4,0,-1,10,10,-1,10,10,0,0,7,0,10,0
hsl,github.com/ripreact/hsl,4.8,0,-1,0,0,10,-1,0,10,10,-1,0,10,10,10,0,0
html-loader,github.com/webpack-contrib/html-loader,7,10,-1,8,0,10,-1,8,10,10,-1,10,0,7,10,0,0
http-browserify,github.com/ahutchings/http-browserify,5.2,-1,0,0,0,10,-1,0,10,-1,10,0,10,10,10,-1,0
immutable-devtools,github.com/andrewdavey/immutable-devtools,5,-1,0,2,0,-1,10,0,-1,10,10,10,10,10,0,0,0
is-lower-case,github.com/compwright/is-lower-case,5.1,-1,0,3,0,-1,10,0,10,0,10,-1,10,10,10,0,0
is-upper-case,github.com/alvarocastro/is-upper-case,5.6,-1,0,10,0,10,-1,0,10,-1,0,10,10,10,7,0,0
json-mask,github.com/nemtsov/json-mask,5.2,10,-1,4,0,10,-1,0,0,10,-1,10,9,10,0,0,0
karma,github.com/karma-runner/karma,6.7,6,10,-1,0,10,-1,8,0,0,10,-1,10,10,9,10,0
karma-coffee-preprocessor,github.com/karma-runner/karma-coffee-preprocessor,5.6,0,-1,0,0,10,-1,8,0,10,-1,10,10,10,10,0,0
karma-jasmine,github.com/karma-runner/karma-jasmine,5.7,8,5,-1,0,10,0,10,10,-1,0,10,7,-1,8,0,0
karma-phantomjs-launcher,github.com/karma-runner/karma-phantomjs-launcher,4.8,0,-1,0,0,10,10,-1,10,0,10,10,10,0,0,-1,0
karma-webpack,github.com/ryanclark/karma-webpack,5.2,-1,5,9,0,10,0,0,-1,10,9,10,10,-1,0,1,0
kew,github.com/Medium/kew,5.2,0,-1,4,0,10,-1,0,-1,10,10,10,0,10,10,0,0
less-loader,github.com/webpack-contrib/less-loader,7.1,9,-1,10,0,10,-1,10,10,-1,0,10,10,7,0,0,8
limbo,github.com/teambition/limbo,4.8,0,-1,0,0,10,-1,0,10,10,-1,10,10,0,10,0,0
load,github.com/jsmini/load,5.6,0,-1,2,0,10,-1,6,10,10,10,10,0,-1,10,0,0
lodash-compat,github.com/lodash/lodash-compat,4.8,0,0,-1,0,10,10,-1,10,0,10,10,10,0,0,-1,0
mailgun-js,github.com/mailgun/mailgun-js,6.5,8,10,-1,0,10,-1,0,0,10,10,-1,10,10,10,0,0
markdown-it-attrs,github.com/arve0/markdown-it-attrs,5.4,-1,4,2,0,10,10,10,-1,10,0,10,10,-1,0,0,0
millisecond,github.com/unshiftio/millisecond,5.1,3,0,-1,0,10,0,-1,10,10,10,10,10,0,0,-1,0
mongoosastic,github.com/conglq/mongoosastic,5.8,-1,0,0,0,-1,0,10,10,10,10,-1,10,10,10,0,0
ncname,github.com/sindresorhus/ncname,4,1,0,-1,0,10,-1,0,0,0,10,10,-1,9,10,0,0
node-push,github.com/teambition/node-push,4.6,-1,0,1,0,10,-1,0,10,0,10,10,0,10,-1,0,0
nodejieba,github.com/ChrisPei/nodejieba,4.5,0,-1,0,0,-1,10,0,0,10,10,-1,0,10,0,10,0
normalize.css,github.com/wKovacs64/normalize.css,6,5,-1,10,0,10,-1,10,10,7,10,10,0,-1,0,0,0
path-proxy,github.com/spaship/path-proxy,4.8,-1,0,0,0,10,-1,0,10,0,10,10,10,-1,10,0,0
pause-stream,github.com/dominictarr/pause-stream,4.8,0,-1,0,0,10,-1,10,10,-1,10,0,10,10,0,0,0
pdfviewer,github.com/teambition/pdfviewer,5.2,0,-1,0,0,10,-1,0,10,10,-1,0,10,10,10,-1,0
phone,github.com/lykmapipo/phone,5.8,-1,0,4,0,-1,0,10,10,-1,10,0,10,10,10,10,0
pinyin,github.com/Brooooooklyn/pinyin,5.8,6,-1,9,0,10,0,10,10,10,10,-1,0,7,0,3,0
predefine,github.com/lykmapipo/predefine,4.8,0,-1,0,0,10,-1,0,-1,10,10,10,0,10,10,0,0
primus,github.com/raba-jp/primus,5.4,10,0,-1,0,10,10,10,10,0,10,7,0,0,0,0,10
ps-tree,github.com/soyuka/ps-tree,5.5,0,0,-1,0,10,-1,0,-1,0,10,10,10,10,10,10,0
qrcode-generator,github.com/hermanho/qrcode-generator,4.8,0,-1,0,0,10,10,10,-1,10,0,10,10,-1,0,0,0
rangy,github.com/antonama/rangy,4.8,-1,0,0,0,-1,10,0,-1,0,10,10,10,10,9,0,0
react-dom-stream,github.com/aickin/react-dom-stream,4.5,-1,0,0,0,-1,10,10,0,-1,10,10,0,10,0,0,0
react-hot-api,github.com/gaearon/react-hot-api,4.5,-1,0,0,0,10,0,0,-1,10,10,10,10,-1,0,0,0
react-hot-loader,github.com/gaearon/react-hot-loader,5.4,-1,6,0,0,10,-1,0,0,10,10,-1,10,10,10,0,0
react-lite-json-viewer,github.com/teambition/react-lite-json-viewer,4.5,-1,0,0,0,10,-1,-1,10,0,10,10,10,0,0,0,0
react-lite-layered,github.com/teambition/react-lite-layered,4.8,0,-1,3,0,10,10,10,-1,0,10,10,0,0,-1,0,0
react-lite-misc,github.com/teambition/react-lite-misc,4.5,0,0,-1,0,10,-1,-1,0,10,10,10,10,0,0,0,0
react-lite-space,github.com/teambition/react-lite-space,4.5,0,0,-1,0,10,10,-1,10,0,10,10,0,0,0,-1,0
react-textarea-autosize,github.com/buildo/react-textarea-autosize,5.4,0,-1,6,0,10,10,10,10,10,10,-1,0,0,-1,0,0
reqwest,github.com/seanmonstar/reqwest,6.3,8,10,-1,0,10,10,10,-1,0,10,10,2,-1,3,0,0
roboto-fontface,github.com/kamplhdev/roboto-fontface,4.8,-1,0,0,0,-1,10,0,-1,10,10,10,10,10,0,0,0
router-view,github.com/teambition/router-view,4.5,0,-1,0,0,10,-1,10,10,0,10,10,0,0,-1,0,0
run-sequence,github.com/OverZealous/run-sequence,5,2,0,-1,0,-1,10,10,0,10,10,10,10,0,0,-1,0
simditor,github.com/keepchen/simditor,4.8,0,-1,0,0,10,-1,0,0,-1,10,10,10,10,10,0,0
simple-hotkeys,github.com/ichord/simple-hotkeys,4.8,0,0,-1,0,10,-1,0,10,10,10,10,-1,0,10,0,0
simple-module,github.com/kunakorn1/simple-module,4.8,0,-1,0,0,10,-1,0,10,-1,10,10,0,10,10,0,0
simple-uploader,github.com/keepchen/simple-uploader,4.8,-1,0,0,0,10,-1,10,10,10,-1,10,0,10,0,0,0
skip-webpack-plugin,github.com/jiyinyiyong/skip-webpack-plugin,4.5,-1,0,0,0,-1,10,0,10,-1,10,0,10,10,0,0,0
snapper,github.com/openSUSE/snapper,5.2,4,-1,10,0,10,-1,0,0,10,-1,10,0,10,9,0,0
split,github.com/FormulaPages/split,5.6,-1,-1,0,10,0,10,10,10,-1,0,0,10,-1,0,0,-1
stir-template,github.com/jiyinyiyong/stir-template,4.5,-1,0,0,0,10,10,0,-1,10,10,10,0,0,0,-1,0
stream-cache,github.com/dmitriym09/stream-cache,3.8,-1,0,2,0,10,-1,0,0,0,10,-1,10,9,0,0,0
stream-to,github.com/jonathanong/stream-to,5.3,0,-1,1,0,10,-1,0,10,10,10,-1,10,10,0,0,-1
stream-to-array,github.com/stream-utils/stream-to-array,4.9,0,-1,1,0,10,-1,0,10,0,10,10,-1,10,10,0,0
stream-to-buffer,github.com/jferrl/stream-to-buffer,5.7,-1,3,6,0,10,-1,0,0,10,-1,10,10,10,10,0,0
streamfilter,github.com/nfroidure/streamfilter,5.2,-1,0,0,0,-1,10,0,-1,10,10,10,10,10,0,0,-1
sundae,github.com/sailxjx/sundae,4.8,-1,0,0,0,10,-1,10,0,10,10,10,10,0,0,-1,0
talk-services,github.com/teambition/talk-services,4.8,0,-1,0,0,10,-1,0,10,0,-1,10,10,10,10,0,0
tether,github.com/HubSpot/tether,5.9,10,-1,9,0,10,10,-1,10,10,0,10,7,0,0,0,0
through2-concurrent,github.com/almost/through2-concurrent,5,-1,0,2,0,10,0,-1,10,10,10,10,10,-1,0,0,0
tick-tock,github.com/unshiftio/tick-tock,5,-1,0,2,0,10,-1,10,0,10,-1,10,10,10,0,0,0
title-case,github.com/mapbox/title-case,4.8,0,-1,0,0,10,-1,-1,10,10,10,10,0,10,0,0,0
transformers,github.com/huggingface/transformers,5.8,-1,10,10,0,10,-1,1,0,10,0,10,10,0,10,0,5
uniqid,github.com/adamhalasz/uniqid,4.9,0,-1,4,0,-1,10,0,10,0,-1,10,10,10,0,0,0
volubile-ui,github.com/teambition/volubile-ui,4.5,-1,0,0,0,10,-1,0,10,-1,10,0,10,10,0,0,0
xml-char-classes,github.com/sindresorhus/xml-char-classes,4.5,0,0,-1,0,10,10,0,10,-1,10,10,0,9,0,-1,0
pycups,github.com/zdohnal/pycups,4.5,1,-1,0,0,10,0,0,-1,10,0,10,10,10,10,0,0
riak,github.com/basho/riak,5.4,-1,3,3,0,10,-1,-1,10,10,10,0,10,10,0,0,0
solr,github.com/dariuszp/solr,4.8,-1,0,0,0,10,-1,0,10,-1,10,0,10,10,10,0,0
yokozuna,github.com/basho/yokozuna,5.2,0,-1,0,0,10,10,-1,10,0,10,10,10,0,-1,0,0
hawtio-core,github.com/hawtio/hawtio-core,5,3,6,-1,0,-1,10,3,10,0,10,-1,0,9,10,0,0
hawtio-log,github.com/hawtio/hawtio-log,4.8,0,0,-1,0,10,-1,0,-1,0,10,10,10,10,10,0,0
xproto,github.com/dylanmckay/xproto,4.5,0,-1,0,0,10,-1,10,10,-1,0,10,10,0,0,0,0
accessibility-developer-tools,github.com/GoogleChrome/accessibility-developer-tools,5,0,-1,2,0,10,-1,0,10,-1,10,10,10,10,0,0,0
aes-js,github.com/ricmoo/aes-js,4.9,1,-1,0,0,10,-1,0,0,10,-1,10,10,10,10,0,0
array-find,github.com/stefanduberg/array-find,4.8,-1,0,0,0,10,-1,0,-1,10,10,10,10,10,0,0,0
attr-accept,github.com/okonet/attr-accept,5.2,7,0,-1,0,10,-1,0,0,10,-1,10,9,10,0,0,8
author-regex,github.com/jonschlinkert/author-regex,4.8,0,0,-1,0,-1,10,0,10,10,10,10,-1,0,10,0,0
babel-plugin-add-module-exports,github.com/59naga/babel-plugin-add-module-exports,4.5,-1,0,0,0,10,-1,10,0,10,10,10,0,0,0,-1,0
babel-plugin-dev-expression,github.com/4Catalyzer/babel-plugin-dev-expression,6.7,10,-1,0,0,10,-1,0,10,10,-1,10,10,10,10,0,0
babel-plugin-react-docgen,github.com/kadirahq/babel-plugin-react-docgen,5.6,0,-1,8,0,10,-1,0,10,10,10,10,10,0,-1,0,0
babel-plugin-react-intl,github.com/yahoo/babel-plugin-react-intl,5.2,-1,0,4,0,10,10,10,-1,0,10,10,10,-1,0,0,0
babel-plugin-react-transform,github.com/gaearon/babel-plugin-react-transform,4.8,-1,0,0,0,10,-1,0,10,-1,0,10,10,10,10,0,0
babel-plugin-transform-decorators,github.com/Riim/babel-plugin-transform-decorators,4.5,-1,0,0,0,10,-1,10,0,-1,10,10,10,0,0,0,0
babel-plugin-transform-decorators-legacy,github.com/loganfsmyth/babel-plugin-transform-decorators-legacy,4.9,-1,0,1,0,10,-1,0,10,0,10,10,-1,10,10,0,0
babel-plugin-webpack-loaders,github.com/istarkov/babel-plugin-webpack-loaders,4.8,0,3,-1,0,-1,0,10,10,-1,10,10,0,10,0,0,0
babel-preset-es2016,github.com/ysmood/babel-preset-es2016,4.5,-1,0,0,0,10,-1,0,0,10,10,10,10,-1,0,0,0
babel-preset-es2017,github.com/bettiolo/babel-preset-es2017,5,-1,2,0,0,10,-1,10,10,0,10,10,-1,10,0,0,0
base-x,github.com/pinecone-dot-website/base-x,5.5,7,0,-1,0,10,-1,0,10,10,0,10,-1,10,10,0,0
basename,github.com/HubTou/basename,4.8,0,0,-1,0,10,10,-1,0,10,10,10,10,-1,0,0,0
biased-opener,github.com/jakub-g/biased-opener,4.8,0,0,-1,0,10,-1,0,10,10,-1,10,10,10,0,0,0
bip39,github.com/bitcoinjs/bip39,6.2,8,-1,1,0,10,-1,6,10,0,10,-1,10,10,10,0,0
blakejs,github.com/dcposch/blakejs,4.2,0,4,-1,0,-1,0,10,0,-1,10,10,0,9,10,0,0
boiler-room-custodian,github.com/tstringer/boiler-room-custodian,4.5,-1,0,0,0,-1,10,0,0,-1,10,10,0,10,10,0,0
browser-launcher2,github.com/benderjs/browser-launcher2,4.8,0,-1,0,0,10,-1,10,-1,10,10,10,10,0,0,0,0
bs58,github.com/cryptocoinjs/bs58,4.1,2,-1,0,0,10,0,0,-1,10,9,10,10,0,-1,0,0
buffer-to-arraybuffer,github.com/miguelmota/buffer-to-arraybuffer,4.8,0,0,-1,0,10,0,-1,10,10,10,10,10,0,-1,0,0
chain-function,github.com/jquense/chain-function,5,0,-1,2,0,10,0,10,10,-1,10,10,10,0,0,-1,0
check-error,github.com/chaijs/check-error,5,4,-1,0,0,10,-1,8,0,-1,10,0,10,9,10,0,0
commonmark-react-renderer,github.com/rexxars/commonmark-react-renderer,4.9,1,-1,0,0,10,-1,0,-1,10,0,10,10,10,10,0,0
compare-version,github.com/ra-utility/compare-version,4.8,-1,0,0,0,10,-1,0,10,10,-1,10,10,10,0,0,0
cross-unzip,github.com/fritx/cross-unzip,4.5,0,0,-1,0,-1,10,0,10,0,0,-1,10,10,10,0,0
css-modules-loader-core,github.com/css-modules/css-modules-loader-core,4.9,-1,0,4,0,10,-1,0,10,10,-1,0,10,10,0,0,0
css-modules-require-hook,github.com/birdofpreyru/css-modules-require-hook,4.9,1,-1,0,0,10,10,10,10,-1,0,10,10,0,-1,0,0
cucumber-expressions,github.com/cucumber/cucumber-expressions,5.5,0,-1,10,0,10,-1,3,10,0,10,-1,10,10,2,0,0
daedalus,github.com/input-output-hk/daedalus,6.3,10,10,-1,0,10,-1,10,-1,10,10,0,0,0,7,8,0
default-browser-id,github.com/sindresorhus/default-browser-id,4.5,0,0,-1,0,10,10,0,10,10,0,9,10,-1,0,-1,0
demo,github.com/saschagrunert/demo,6.4,9,-1,9,0,10,-1,0,10,0,10,-1,10,10,9,0,0
devtron,github.com/devtron-labs/devtron,5.6,10,-1,10,10,2,-1,1,10,-1,0,0,10,-1,0,10,0
duration,github.com/gnarr/duration,7.6,10,10,-1,0,10,-1,10,-1,10,10,10,10,10,0,0,0
electron,github.com/airtap/electron,6.6,-1,0,6,0,10,-1,3,10,10,10,10,10,-1,10,0,0
electron-debug,github.com/ifrias-fuze/electron-debug,4.8,0,0,-1,0,-1,10,0,10,10,10,-1,10,10,0,0,0
electron-devtools-installer,github.com/GPMDP/electron-devtools-installer,5.4,-1,0,3,0,10,-1,3,10,0,10,-1,10,10,10,0,0
electron-download,github.com/electron-userland/electron-download,5.4,-1,2,8,0,10,0,-1,10,0,10,7,10,0,-1,8,0
electron-inspector,github.com/enlight/electron-inspector,5.2,0,-1,0,0,10,10,10,0,-1,10,10,10,0,-1,0,-1
electron-is-dev,github.com/sindresorhus/electron-is-dev,4.1,0,2,-1,0,10,0,10,-1,10,10,0,9,0,0,-1,0
electron-localshortcut,github.com/parro-it/electron-localshortcut,5.1,-1,3,0,0,10,-1,0,0,10,10,10,-1,10,10,0,0
electron-log,github.com/andrewhead/electron-log,4.8,0,0,-1,0,10,-1,0,10,10,0,10,-1,10,10,0,0
electron-osx-sign,github.com/electron-userland/electron-osx-sign,5.2,4,0,-1,0,10,-1,10,10,0,10,10,10,0,-1,0,0
electron-packager,github.com/electron-userland/electron-packager,5.7,6,2,-1,0,10,10,-1,10,10,10,0,7,-1,3,0,0
electron-rebuild,github.com/electron/electron-rebuild,7.3,7,-1,10,0,10,-1,10,10,10,10,10,0,-1,0,0,3
element-class,github.com/maxogden/element-class,4.5,0,0,-1,0,10,-1,0,-1,10,10,10,0,10,0,0,0
error-stack-parser,github.com/stacktracejs/error-stack-parser,5.2,2,-1,10,0,10,0,0,10,-1,9,10,0,7,10,0,0
es6-error,github.com/bjyoungblood/es6-error,4.8,0,-1,0,0,10,-1,0,0,10,10,-1,10,10,10,0,0
es6-shim,github.com/webjars/es6-shim,4.5,0,-1,0,0,-1,10,0,10,-1,10,0,10,10,0,0,0
eslint-formatter-pretty,github.com/sindresorhus/eslint-formatter-pretty,4.2,0,-1,4,0,10,-1,0,0,-1,0,10,10,9,10,0,0
eslint-plugin-flowtype-errors,github.com/amilajack/eslint-plugin-flowtype-errors,5,-1,0,9,0,10,-1,0,0,10,-1,9,10,0,10,-1,0
eth-lib,github.com/maiavictor/eth-lib,4.5,-1,0,0,0,-1,0,10,10,0,10,-1,10,10,0,0,0
ethjs-unit,github.com/ethjs/ethjs-unit,4.8,-1,0,0,0,10,0,10,-1,10,10,10,10,0,0,-1,0
exenv,github.com/JedWatson/exenv,4.8,0,-1,0,0,10,10,10,0,10,10,10,-1,0,-1,0,0
filter-react-dom-props,github.com/twobin/filter-react-dom-props,4.5,-1,0,0,0,10,-1,0,10,-1,10,0,10,10,0,0,0
find-node-modules,github.com/callumacrae/find-node-modules,4.8,-1,3,0,0,10,-1,0,10,10,0,10,-1,0,10,0,0
flow-bin,github.com/flowtype/flow-bin,6.8,-1,9,9,0,10,-1,3,-1,10,10,10,10,10,0,0,0
fuzz,github.com/annojs/fuzz,4.8,0,0,-1,0,10,-1,10,0,10,-1,10,10,10,0,0,0
fuzzysearch,github.com/lithammer/fuzzysearch,6.2,-1,7,6,0,10,-1,3,-1,10,0,10,10,10,9,0,0
generic-names,github.com/css-modules/generic-names,5,-1,0,2,0,10,-1,0,10,10,-1,0,10,10,10,0,0
get-func-name,github.com/chaijs/get-func-name,6,5,0,-1,0,10,-1,8,0,-1,10,10,10,10,10,0,0
get-package-info,github.com/rahatarmanahmed/get-package-info,5,-1,0,2,0,10,10,10,10,0,-1,10,10,0,-1,0,0
glossy,github.com/artifi/glossy,4.8,-1,0,0,0,10,-1,0,10,0,10,10,10,10,-1,0,0
happypack,github.com/amireh/happypack,4.9,0,1,-1,0,10,-1,-1,10,0,10,10,10,10,0,0,0
headless,github.com/pnpm/headless,5.8,0,-1,1,0,10,-1,10,-1,10,10,10,10,10,0,0,0
home-path,github.com/75lb/home-path,4.8,0,0,-1,0,-1,10,10,0,10,10,-1,10,10,0,0,0
http-https,github.com/isaacs/http-https,5.2,0,0,-1,0,10,10,-1,10,0,10,10,10,-1,0,-1,0
humanize-duration,github.com/juliosampaio/humanize-duration,4.4,0,-1,0,0,10,0,0,0,10,10,-1,10,10,10,0,0
intl-format-cache,github.com/yahoo/intl-format-cache,4.8,0,0,-1,0,10,-1,0,-1,10,10,10,10,10,0,0,0
intl-relativeformat,github.com/adam-26/intl-relativeformat,5.5,0,-1,3,0,10,0,-1,10,10,10,10,10,-1,-1,0,0
is-dom,github.com/npm-dom/is-dom,4.9,-1,1,0,0,10,-1,0,10,10,10,10,10,0,0,-1,0
is-function,github.com/jsmicro/is-function,4.5,-1,0,0,0,10,-1,10,10,0,-1,10,10,0,0,0,0
is-hex-prefixed,github.com/SilentCicero/is-hex-prefixed,4.8,0,0,-1,0,-1,10,0,0,10,10,10,10,-1,10,0,0
js-sha3,github.com/mikeal/js-sha3,5.8,6,-1,10,0,10,10,10,0,10,-1,0,7,-1,0,0,0
keccakjs,github.com/axic/keccakjs,5.7,-1,0,1,0,10,-1,0,10,10,10,10,-1,10,8,0,0
macaddress,github.com/allex-lowlevel-libs/macaddress,4.8,0,-1,0,0,10,10,0,-1,10,10,10,10,-1,0,0,0
mantra-core,github.com/crapthings/mantra-core,4.8,0,0,-1,0,10,-1,0,10,10,10,10,10,0,-1,0,0
markdown-loader,github.com/fengjiangjun/markdown-loader,5.6,0,-1,10,-1,0,0,0,10,10,10,-1,10,-1,-1,0,0
mkdirp-promise,github.com/ahmadnassri/mkdirp-promise,6.1,-1,0,4,0,10,-1,0,10,10,-1,10,10,10,10,0,0
mobx,github.com/mobxjs/mobx,7.2,10,-1,10,0,10,-1,10,10,10,10,0,7,10,0,-1,1
mobx-react,github.com/DudaDev/mobx-react,4.8,0,-1,0,0,10,-1,0,-1,0,10,10,10,10,10,0,0
mobx-react-devtools,github.com/mobxjs/mobx-react-devtools,5,-1,2,0,0,10,-1,0,10,-1,10,0,10,10,10,0,0
mobx-react-form,github.com/Bidvine/mobx-react-form,4.8,0,0,-1,0,10,-1,10,10,0,10,10,10,-1,0,0,0
mobx-react-router,github.com/alisd23/mobx-react-router,5.9,-1,0,4,0,10,0,10,-1,10,10,10,10,-1,8,0,0
mock-fs,github.com/tschaub/mock-fs,5.4,1,-1,6,0,10,-1,3,0,0,10,10,10,9,0,-1,10
nano-json-stream-parser,github.com/maiavictor/nano-json-stream-parser,4.8,0,-1,0,0,-1,10,0,10,0,10,-1,10,10,10,0,0
node-dir,github.com/fshost/node-dir,4.9,-1,0,1,0,-1,10,0,-1,10,10,10,10,10,0,0,0
node-inspector,github.com/node-inspector/node-inspector,5.4,-1,0,3,0,10,-1,3,-1,10,0,10,10,10,10,0,0
nugget,github.com/bwinkers/nugget,4.8,0,-1,0,0,10,-1,0,0,-1,10,10,10,10,10,0,0
number-to-bn,github.com/ExodusMovement/number-to-bn,4.8,0,-1,0,0,10,-1,0,-1,10,0,10,10,10,10,0,0
oboe,github.com/google/oboe,5.1,-1,10,8,0,10,0,0,-1,0,10,0,10,5,7,10,0
pad-right,github.com/jonschlinkert/pad-right,4.8,0,-1,0,0,10,10,10,-1,10,0,10,10,0,-1,0,0
parse-author,github.com/jonschlinkert/parse-author,4.8,-1,0,0,0,-1,10,0,0,10,-1,10,10,10,10,0,0
parse-headers,github.com/kesla/parse-headers,5,0,2,-1,0,10,-1,0,10,0,-1,10,10,10,10,0,0
pdf.js-extract,github.com/ffalt/pdf.js-extract,4.3,5,-1,0,0,10,-1,0,10,10,-1,0,0,9,10,0,0
podda,github.com/arunoda/podda,4.8,0,0,-1,0,10,-1,0,-1,0,10,10,10,10,10,0,0
postcss-load-options,github.com/michael-ciniawsky/postcss-load-options,5.7,3,0,-1,0,10,-1,10,10,-1,10,0,10,10,10,0,0
postcss-load-plugins,github.com/michael-ciniawsky/postcss-load-plugins,6.2,0,8,-1,0,10,-1,0,10,-1,0,10,10,10,10,10,0
postcss-modules,github.com/css-modules/postcss-modules,4,-1,1,0,0,10,0,10,10,-1,10,0,9,0,0,-1,0
postcss-modules-parser,github.com/css-modules/postcss-modules-parser,4.8,0,0,-1,0,10,-1,0,10,10,10,10,0,-1,10,0,0
postinstall-build,github.com/exogen/postinstall-build,4.8,0,-1,0,0,10,10,10,0,-1,10,10,10,0,-1,0,0
progress-stream,github.com/freeall/progress-stream,4.9,-1,0,1,0,10,-1,0,10,10,10,-1,0,10,10,0,0
pruner,github.com/mattjegan/pruner,5.1,0,-1,0,0,10,10,10,-1,10,10,0,10,0,0,-1,3
qr.js,github.com/neocotic/qr.js,5.1,0,0,-1,0,10,10,0,10,10,-1,10,10,-1,3,0,0
qrcode.react,github.com/zpao/qrcode.react,6,10,-1,3,0,10,10,0,-1,10,10,10,9,0,-1,0,0
raw-loader,github.com/webpack/raw-loader,5.5,0,7,-1,0,10,-1,8,10,0,10,7,-1,0,10,0,-1
react-css-themr,github.com/FriendsOfReactJS/react-css-themr,5.8,0,-1,10,0,10,10,10,10,-1,0,10,10,-1,0,1,0
react-deep-force-update,github.com/gaearon/react-deep-force-update,4.8,0,-1,0,0,10,-1,0,10,10,-1,10,10,10,0,0,0
react-docgen,github.com/reactjs/react-docgen,6.2,10,1,-1,0,10,10,10,0,10,10,7,-1,3,0,0,10
react-dropzone,github.com/okonet/react-dropzone,6.6,-1,10,3,0,10,10,-1,10,0,10,7,10,-1,8,0,0
react-inspector,github.com/storybookjs/react-inspector,5.1,10,-1,2,0,10,-1,1,0,9,-1,0,10,10,10,0,0
react-intl,github.com/caridy/react-intl,5.8,10,2,-1,0,10,-1,1,-1,0,10,10,10,7,10,0,0
react-intl-translations-manager,github.com/GertjanReynaert/react-intl-translations-manager,5,2,0,-1,0,10,10,0,10,-1,10,10,10,-1,0,0,0
react-komposer,github.com/ggallon/react-komposer,4.9,-1,0,1,0,10,-1,0,10,-1,10,10,10,0,10,0,0
react-markdown,github.com/remarkjs/react-markdown,5.5,3,-1,10,0,10,-1,0,0,10,10,7,10,-1,0,10,0
react-modal,github.com/rackt/react-modal,6.4,10,-1,7,0,10,-1,0,10,-1,10,10,0,10,10,0,0
